NOISE NUISANCE,600 BLOCK CLAY ST,5/13/2012 03:55 AM
STOLEN VEHICLE,PERRY ST & 3RD ST,5/13/2012 03:41 AM
STRONGARM ROB.,KEARNY ST & CLAY ST,5/13/2012 03:16 AM
NOISE NUISANCE,500 BLOCK JONES ST,5/13/2012 03:15 AM
PERSON WITH GUN,3RD ST & MARKET ST,5/13/2012 02:57 AM
ASSAULT/BATTERY,100 BLOCK COOK ST,5/13/2012 02:48 AM
NOISE NUISANCE,1500 BLOCK VALLEJO ST,5/13/2012 02:47 AM
PETTY THEFT,00 BLOCK MCALLISTER ST,5/13/2012 02:35 AM
BURGLARY,300 BLOCK GREEN ST,5/13/2012 02:33 AM
STOLEN VEHICLE,GREEN ST & COLUMBUS AV,5/13/2012 02:33 AM
NOISE NUISANCE,400 BLOCK 4TH AV,5/13/2012 02:31 AM
STOLEN VEHICLE,700 BLOCK HARRISON ST,5/13/2012 02:30 AM
PERSON W/KNIFE DV,POLK ST & GEARY ST,5/13/2012 02:22 AM
NOISE NUISANCE,CALIFORNIA ST & POLK ST,5/13/2012 02:21 AM
INTOX PERSON,BROADWAY  & KEARNY ST,5/13/2012 02:16 AM
ASSAULT/BATTERY,1000 BLOCK SUTTER ST,5/13/2012 02:13 AM
NOISE NUISANCE,2000 BLOCK VALLEJO ST,5/13/2012 02:04 AM
INTOX PERSON,400 BLOCK BROADWAY,5/13/2012 02:03 AM
NOISE NUISANCE,1300 BLOCK CALIFORNIA ST,5/13/2012 01:59 AM
BURGLARY,300 BLOCK POWELL ST,5/13/2012 01:46 AM
PETTY THEFT,MASON ST & OFARRELL ST,5/13/2012 01:40 AM
ASSAULT/BATTERY,900 BLOCK HYDE ST,5/13/2012 01:35 AM
NOISE NUISANCE,ELLIS ST & JONES ST,5/13/2012 01:34 AM
AUTO BOOST/STRIP,00 BLOCK BONIFACIO ST,5/13/2012 01:33 AM
NOISE NUISANCE,2400 BLOCK POST ST,5/13/2012 01:26 AM
PETTY THEFT,TURK ST & TAYLOR ST,5/13/2012 01:24 AM
NOISE NUISANCE,POLK ST & BONITA ST,5/13/2012 01:18 AM
NOISE NUISANCE,TURK ST & JONES ST,5/13/2012 01:16 AM
PETTY THEFT,3100 BLOCK FILLMORE ST,5/13/2012 01:04 AM
FRAUD,CLEMENT ST & 19TH AV,5/13/2012 12:49 AM
NOISE NUISANCE,200 BLOCK KEARNY ST,5/13/2012 12:48 AM
NOISE NUISANCE,1000 BLOCK MARKET ST,5/13/2012 12:36 AM
NOISE NUISANCE,1900 BLOCK LEAVENWORTH ST,5/13/2012 12:20 AM
NOISE NUISANCE,1400 BLOCK VAN NESS AV,5/13/2012 12:19 AM
AUTO BOOST/STRIP,900 BLOCK CALIFORNIA ST,5/13/2012 12:11 AM
NOISE NUISANCE,2000 BLOCK UNION ST,5/13/2012 12:09 AM
PERSON WITH GUN,FRANK NORRIS ST & LARKIN ST,5/13/2012 12:03 AM
VANDALISM,1900 BLOCK OCTAVIA ST,5/13/2012 12:03 AM
AUTO BOOST/STRIP,00 BLOCK MASON ST,5/13/2012 12:01 AM
GRAND THEFT,3100 BLOCK FILLMORE ST,5/12/2012 11:59 PM
GRAND THEFT,TURK ST & MASON ST,5/12/2012 11:57 PM
STOLEN VEHICLE,100 BLOCK BRANNAN ST,5/12/2012 11:50 PM
NOISE NUISANCE,2400 BLOCK POST ST,5/12/2012 11:47 PM
PERSON W/KNIFE,00 BLOCK TURK ST,5/12/2012 11:36 PM
NOISE NUISANCE,00 BLOCK DRUMM ST,5/12/2012 11:26 PM
ASSAULT/BATTERY,00 BLOCK CAMPTON PL,5/12/2012 11:18 PM
NOISE NUISANCE,LYON ST & POST ST,5/12/2012 11:18 PM
BURGLARY,800 BLOCK WASHINGTON ST,5/12/2012 11:11 PM
BURGLARY,1800 BLOCK HYDE ST,5/12/2012 11:01 PM
NOISE NUISANCE,1100 BLOCK SUTTER ST,5/12/2012 11:00 PM
NOISE NUISANCE,POLK ST & TURK ST,5/12/2012 10:59 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 10:58 PM
ASSAULT/BATTERY,POWELL ST & SUTTER ST,5/12/2012 10:46 PM
AUTO BOOST/STRIP,00 BLOCK LEAVENWORTH ST,5/12/2012 10:34 PM
STRONGARM ROB.,800 BLOCK MARKET ST,5/12/2012 10:33 PM
NOISE NUISANCE,900 BLOCK LAKE ST,5/12/2012 10:32 PM
NOISE NUISANCE,GEARY BL & 5TH AV,5/12/2012 10:32 PM
NOISE NUISANCE,1000 BLOCK TURK ST,5/12/2012 10:31 PM
AUTO BOOST/STRIP,FOLSOM ST & HAWTHORNE ST,5/12/2012 10:29 PM
NOISE NUISANCE,200 BLOCK KEARNY ST,5/12/2012 10:24 PM
INTOX PERSON,00 BLOCK 5TH ST,5/12/2012 09:49 PM
ASSAULT/BATTERY,00 BLOCK 6TH ST,5/12/2012 09:45 PM
NOISE NUISANCE,1300 BLOCK TAYLOR ST,5/12/2012 09:42 PM
AUTO BOOST/STRIP,GOLDEN GATE AV & GOUGH ST,5/12/2012 09:13 PM
AUTO BOOST/STRIP,CHESTNUT ST & BUCHANAN ST,5/12/2012 09:10 PM
NOISE NUISANCE,400 BLOCK MINNA ST,5/12/2012 08:55 PM
PETTY THEFT,00 BLOCK DRUMM ST,5/12/2012 08:41 PM
STRONGARM ROB.,5TH AV & CLEMENT ST,5/12/2012 08:35 PM
VANDALISM,1700 BLOCK ELLIS ST,5/12/2012 08:27 PM
GRAND THEFT,100 BLOCK OFARRELL ST,5/12/2012 08:23 PM
PETTY THEFT,POST ST & JONES ST,5/12/2012 08:11 PM
NOISE NUISANCE,800 BLOCK MARKET ST,5/12/2012 08:10 PM
VANDALISM,GEARY BL & WEBSTER ST,5/12/2012 08:05 PM
VANDALISM,MARKET ST & 1ST ST,5/12/2012 08:00 PM
VANDALISM,1700 BLOCK ELLIS ST,5/12/2012 07:42 PM
AUTO BOOST/STRIP,PO00 BLOCK ST,5/12/2012 07:40 PM
VANDALISM,1700 BLOCK ELLIS ST,5/12/2012 07:38 PM
VANDALISM,POST ST & WEBSTER ST,5/12/2012 07:36 PM
PETTY THEFT,1000 BLOCK TURK ST,5/12/2012 07:13 PM
BURGLARY,100 BLOCK CLAY ST,5/12/2012 07:07 PM
VANDALISM,200 BLOCK SUTTER ST,5/12/2012 07:06 PM
NOISE NUISANCE,1000 BLOCK MARKET ST,5/12/2012 07:02 PM
STRONGARM ROB.,100 BLOCK TAYLOR ST,5/12/2012 06:57 PM
PERSON WITH GUN,00 BLOCK GOLD ST,5/12/2012 06:33 PM
DRUNK DRIVER,100 BLOCK OFARRELL ST,5/12/2012 06:06 PM
ASSAULT/BATTERY,OFARRELL ST & MASON ST,5/12/2012 05:44 PM
PETTY THEFT,800 BLOCK MARKET ST,5/12/2012 05:19 PM
FRAUD,1000 BLOCK TURK ST,5/12/2012 05:17 PM
PETTY THEFT,2000 BLOCK CALIFORNIA ST,5/12/2012 04:46 PM
PETTY THEFT,3400 BLOCK CALIFORNIA ST,5/12/2012 04:19 PM
NOISE NUISANCE,500 BLOCK GRANT AV,5/12/2012 04:17 PM
PETTY THEFT,3400 BLOCK CALIFORNIA ST,5/12/2012 04:15 PM
NOISE NUISANCE,300 BLOCK EDDY ST,5/12/2012 04:14 PM
VANDALISM,GEARY BL & FILLMORE ST,5/12/2012 04:11 PM
VANDALISM,4TH ST & MISSION ST,5/12/2012 03:55 PM
VANDALISM,2000 BLOCK GREEN ST,5/12/2012 03:52 PM
PETTY THEFT,800 BLOCK MARKET ST,5/12/2012 03:44 PM
STOLEN VEHICLE,600 BLOCK ELLIS ST,5/12/2012 03:31 PM
PETTY THEFT,100 BLOCK ELLIS ST,5/12/2012 03:27 PM
PETTY THEFT,3400 BLOCK CALIFORNIA ST,5/12/2012 03:21 PM
PETTY THEFT,1900 BLOCK FILLMORE ST,5/12/2012 02:58 PM
PETTY THEFT,1900 BLOCK FILLMORE ST,5/12/2012 02:55 PM
PETTY THEFT,STOCKTON ST & UNION ST,5/12/2012 02:30 PM
VANDALISM,500 BLOCK LARKIN ST,5/12/2012 01:27 PM
GRAND THEFT,3800 BLOCK CALIFORNIA ST,5/12/2012 01:06 PM
BURGLARY,200 BLOCK MARKET ST,5/12/2012 01:05 PM
BURGLARY,MISSION ST & THE EMBARCADERO SO,5/12/2012 01:03 PM
PETTY THEFT,GEARY BL & FILLMORE ST,5/12/2012 12:51 PM
FRAUD,00 BLOCK BAYSIDE VILLAGE PL,5/12/2012 12:48 PM
FRAUD,200 BLOCK 3RD AV,5/12/2012 12:32 PM
BURGLARY,800 BLOCK HOWARD ST,5/12/2012 12:18 PM
AGGR ASSAULT/ADW,1000 BLOCK TURK ST,5/12/2012 12:17 PM
AGGR ASSAULT/ADW,1000 BLOCK TURK ST,5/12/2012 12:17 PM
VANDALISM,1300 BLOCK BROADWAY ST,5/12/2012 12:10 PM
BURGLARY,400 BLOCK MASON ST,5/12/2012 11:56 AM
STOLEN VEHICLE,700 BLOCK PACIFIC AV,5/12/2012 11:55 AM
ASSAULT/BATTERY,TAYLOR ST & GEARY ST,5/12/2012 11:50 AM
BURGLARY,2200 BLOCK CALIFORNIA ST,5/12/2012 11:35 AM
PETTY THEFT,LEAVENWORTH ST & MCALLISTER ST,5/12/2012 11:30 AM
STOLEN VEHICLE,FOLSOM ST & 2ND ST,5/12/2012 11:25 AM
FRAUD,300 BLOCK GEARY ST,5/12/2012 10:21 AM
STOLEN VEHICLE,1500 BLOCK GOUGH ST,5/12/2012 10:21 AM
BURGLARY,200 BLOCK BRANNAN ST,5/12/2012 10:19 AM
PETTY THEFT,MARKET ST & 4TH ST,5/12/2012 10:16 AM
BURGLARY,500 BLOCK PACIFIC AV,5/12/2012 10:07 AM
BURGLARY,1900 BLOCK UNION ST,5/12/2012 09:52 AM
AUTO BOOST/STRIP,CHESTNUT ST & BUCHANAN ST,5/12/2012 09:30 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 09:17 AM
PETTY THEFT,2ND ST & TOWNSEND ST,5/12/2012 09:12 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 08:58 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 08:58 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 08:52 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/12/2012 08:52 AM
NOISE NUISANCE,1000 BLOCK MARKET ST,5/12/2012 08:47 AM
BURGLARY,300 BLOCK KEARNY ST,5/12/2012 08:43 AM
BURGLARY,400 BLOCK MASON ST,5/12/2012 08:42 AM
BURGLARY,400 BLOCK MASON ST,5/12/2012 08:41 AM
AUTO BOOST/STRIP,POST ST & DIVISADERO ST,5/12/2012 08:38 AM
NOISE NUISANCE,GEARY ST & MASON ST,5/12/2012 07:43 AM
NOISE NUISANCE,00 BLOCK HOWARD ST,5/12/2012 07:39 AM
INTOX PERSON,100 BLOCK EDDY ST,5/12/2012 07:13 AM
NOISE NUISANCE,MASON ST & GEARY ST,5/12/2012 07:07 AM
ASSAULT/BATTERY,MARKET ST & 6TH ST,5/12/2012 05:27 AM
NOISE NUISANCE,400 BLOCK OFARRELL ST,5/12/2012 05:12 AM
SEXUAL ASSAULT,MAIDEN LN & KEARNY ST,5/12/2012 04:21 AM
SEXUAL ASSAULT,MAIDEN LN & KEARNY ST,5/12/2012 04:19 AM
STRONGARM ROB.,7TH ST & MARKET ST,5/12/2012 04:04 AM
VANDALISM,600 BLOCK CALIFORNIA ST,5/12/2012 03:48 AM
AUTO BOOST/STRIP,FRANKLIN ST & VALLEJO ST,5/12/2012 03:34 AM
STOLEN VEHICLE,1ST ST & FOLSOM ST,5/12/2012 03:28 AM
AUTO BOOST/STRIP,3RD ST & PERRY ST,5/12/2012 03:17 AM
STOLEN VEHICLE,700 BLOCK VALLEJO ST,5/12/2012 02:55 AM
NOISE NUISANCE,300 BLOCK JONES ST,5/12/2012 02:51 AM
ASSAULT/BATTERY,1400 BLOCK CALIFORNIA ST,5/12/2012 02:48 AM
NOISE NUISANCE,700 BLOCK OFARRELL ST,5/12/2012 02:36 AM
NOISE NUISANCE,500 BLOCK JONES ST,5/12/2012 02:32 AM
ASSAULT/BATTERY,6TH ST & MISSION ST,5/12/2012 02:31 AM
AUTO BOOST/STRIP,3RD ST & BRYANT ST,5/12/2012 02:27 AM
NOISE NUISANCE,CYRIL MAGNIN ST & ELLIS ST,5/12/2012 02:25 AM
AUTO BOOST/STRIP,500 BLOCK 80 WB Z TI YB,5/12/2012 02:11 AM
NOISE NUISANCE,600 BLOCK TURK ST,5/12/2012 02:05 AM
AUTO BOOST/STRIP,3RD ST & BRYANT ST,5/12/2012 01:57 AM
NOISE NUISANCE,ELLIS ST & CYRIL MAGNIN ST,5/12/2012 01:49 AM
NOISE NUISANCE,900 BLOCK GEARY ST,5/12/2012 01:48 AM
AUTO BOOST/STRIP,PERRY ST & 3RD ST,5/12/2012 01:45 AM
ASSAULT/BATTERY,1700 BLOCK POLK ST,5/12/2012 01:36 AM
NOISE NUISANCE,600 BLOCK JONES ST,5/12/2012 01:13 AM
PETTY THEFT,TEHAMA ST & 5TH ST,5/12/2012 01:08 AM
NOISE NUISANCE,800 BLOCK LARKIN ST,5/12/2012 01:07 AM
GRAND THEFT,HYDE ST & EDDY ST,5/12/2012 12:56 AM
NOISE NUISANCE,00 BLOCK BARCELONA AV,5/12/2012 12:53 AM
NOISE NUISANCE,300 BLOCK 5TH AV,5/12/2012 12:51 AM
NOISE NUISANCE,1500 BLOCK BRODERICK ST,5/12/2012 12:43 AM
NOISE NUISANCE,2400 BLOCK SUTTER ST,5/12/2012 12:37 AM
NOISE NUISANCE,2900 BLOCK BUSH ST,5/12/2012 12:36 AM
NOISE NUISANCE,POLK ST & TURK ST,5/12/2012 12:32 AM
NOISE NUISANCE,1300 BLOCK TURK ST,5/12/2012 12:25 AM
NOISE NUISANCE,1300 BLOCK KEARNY ST,5/12/2012 12:22 AM
ASSAULT/BATTERY,400 BLOCK ELLIS ST,5/12/2012 12:11 AM
STRONGARM ROB.,1900 BLOCK LOMBARD ST,5/12/2012 12:08 AM
STRONGARM ROB.,1900 BLOCK LOMBARD ST,5/11/2012 11:53 PM
NOISE NUISANCE,2700 BLOCK CLAY ST,5/11/2012 11:46 PM
NOISE NUISANCE,300 BLOCK 5TH AV,5/11/2012 11:41 PM
PETTY THEFT,STEINER ST & LOMBARD ST,5/11/2012 11:41 PM
NOISE NUISANCE,BUSH ST & DASHIELL HAMMETT ST,5/11/2012 11:35 PM
NOISE NUISANCE,500 BLOCK GEARY ST,5/11/2012 11:32 PM
NOISE NUISANCE,100 BLOCK 2ND AV,5/11/2012 11:32 PM
NOISE NUISANCE,2100 BLOCK SUTTER ST,5/11/2012 11:27 PM
NOISE NUISANCE,2400 BLOCK POLK ST,5/11/2012 11:27 PM
DRUNK DRIVER,UNION ST & LAGUNA ST,5/11/2012 11:25 PM
NOISE NUISANCE,2800 BLOCK WEBSTER ST,5/11/2012 11:20 PM
NOISE NUISANCE,100 BLOCK CLEMENT ST,5/11/2012 11:18 PM
ASSAULT/BATTERY,300 BLOCK JONES ST,5/11/2012 11:17 PM
ASSAULT/BATTERY,300 BLOCK ELLIS ST,5/11/2012 11:05 PM
ASSAULT/BATTERY,MINNA ST & 2ND ST,5/11/2012 10:54 PM
AUTO BOOST/STRIP,500 BLOCK 2ND ST,5/11/2012 10:53 PM
VANDALISM,900 BLOCK SUTTER ST,5/11/2012 10:47 PM
PETTY THEFT,300 BLOCK SPEAR ST,5/11/2012 10:39 PM
NOISE NUISANCE,500 BLOCK JONES ST,5/11/2012 10:37 PM
NOISE NUISANCE,MARKET ST & DRUMM ST,5/11/2012 10:19 PM
IND EXPOSURE,500 BLOCK BATTERY ST,5/11/2012 10:11 PM
PERSON WITH GUN,MISSION ST & FREMONT ST,5/11/2012 10:05 PM
INTOX PERSON,900 BLOCK MARKET ST,5/11/2012 09:48 PM
NOISE NUISANCE,500 BLOCK DAVIS ST,5/11/2012 09:44 PM
STRONGARM ROB.,FOLS00 BLOCK ST,5/11/2012 09:40 PM
STOLEN VEHICLE,MARKET ST & 3RD ST,5/11/2012 09:36 PM
STRONGARM ROB.,STOCKTON ST & MARKET ST,5/11/2012 09:31 PM
NOISE NUISANCE,300 BLOCK THE EMBARCADERO NOR,5/11/2012 09:13 PM
AUTO BOOST/STRIP,200 BLOCK JACKSON ST,5/11/2012 08:57 PM
AUTO BOOST/STRIP,JACKSON ST & BALANCE ST,5/11/2012 08:51 PM
PETTY THEFT,800 BLOCK MARKET ST,5/11/2012 08:36 PM
PETTY THEFT,00 BLOCK 6TH ST,5/11/2012 08:32 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/11/2012 08:20 PM
PETTY THEFT,1700 BLOCK LOMBARD ST,5/11/2012 08:05 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/11/2012 08:00 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/11/2012 07:52 PM
AUTO BOOST/STRIP,400 BLOCK 28TH AV,5/11/2012 07:50 PM
DRUNK DRIVER,VAN NESS AV & CALIFORNIA ST,5/11/2012 07:45 PM
PERSON WITH GUN,TURK ST & TAYLOR ST,5/11/2012 07:42 PM
PETTY THEFT,MARKET ST & 6TH ST,5/11/2012 07:36 PM
AUTO BOOST/STRIP,PIERCE ST & LOMBARD ST,5/11/2012 07:27 PM
AUTO BOOST/STRIP,MISSION ST & 5TH ST,5/11/2012 07:26 PM
PETTY THEFT,200 BLOCK GEARY ST,5/11/2012 07:07 PM
ASSAULT/BATTERY,00 BLOCK FREMONT ST,5/11/2012 07:05 PM
NOISE NUISANCE,300 BLOCK EDDY ST,5/11/2012 06:59 PM
PERSON WITH GUN,00 BLOCK 6TH ST,5/11/2012 06:40 PM
BURGLARY,1600 BLOCK CLEMENT ST,5/11/2012 06:39 PM
PERSON W/KNIFE,600 BLOCK GEARY ST,5/11/2012 06:38 PM
BURGLARY,100 BLOCK 27TH AV,5/11/2012 06:36 PM
NOISE NUISANCE,4TH ST & MARKET ST,5/11/2012 06:18 PM
PETTY THEFT,POLK ST & WASHINGTON ST,5/11/2012 06:01 PM
STABBING/CUTTING,900 BLOCK HYDE ST,5/11/2012 05:45 PM
PETTY THEFT,1800 BLOCK POST ST,5/11/2012 05:43 PM
VANDALISM,GEARY BL & COLLINS ST,5/11/2012 05:42 PM
STRONGARM ROB.,MARKET ST & KEARNY ST,5/11/2012 05:34 PM
ASSAULT/BATTERY,1000 BLOCK TURK ST,5/11/2012 05:21 PM
STOLEN VEHICLE,800 BLOCK SANSOME ST,5/11/2012 05:07 PM
IND EXPOSURE,00 BLOCK NOTTINGHAM PL,5/11/2012 04:50 PM
PURSESNATCH,MISSION ST & 5TH ST,5/11/2012 04:48 PM
PETTY THEFT,3000 BLOCK GEARY BL,5/11/2012 04:37 PM
BURGLARY,600 BLOCK CLAY ST,5/11/2012 04:31 PM
STABBING/CUTTING,ELLIS ST & JONES ST,5/11/2012 04:22 PM
FRAUD,600 BLOCK OFARRELL ST,5/11/2012 04:16 PM
IND EXPOSURE,1200 BLOCK LEAVENWORTH ST,5/11/2012 04:07 PM
PETTY THEFT,800 BLOCK MARKET ST,5/11/2012 04:02 PM
IND EXPOSURE,1400 BLOCK FILLMORE ST,5/11/2012 03:59 PM
STRONGARM ROB.,100 BLOCK NEW MONTGOMERY ST,5/11/2012 03:56 PM
FRAUD,2400 BLOCK BAY ST,5/11/2012 03:39 PM
ASSAULT/BATTERY,800 BLOCK MARKET ST,5/11/2012 03:16 PM
PETTY THEFT,1200 BLOCK UNION ST,5/11/2012 02:56 PM
PERSON WITH GUN,100 BLOCK 6TH ST,5/11/2012 02:47 PM
PETTY THEFT,800 BLOCK MARKET ST,5/11/2012 02:47 PM
FRAUD,00 BLOCK MONTGOMERY ST,5/11/2012 02:44 PM
AGGR ASSAULT/ADW,5TH ST & MISSION ST,5/11/2012 02:30 PM
GRAND THEFT,100 BLOCK OFARRELL ST,5/11/2012 02:29 PM
STOLEN VEHICLE,1800 BLOCK WASHINGTON ST,5/11/2012 02:10 PM
AGGR ASSAULT/ADW,00 BLOCK TURK ST,5/11/2012 02:07 PM
FRAUD,800 BLOCK ELLIS ST,5/11/2012 01:56 PM
BURGLARY,600 BLOCK MISSION ST,5/11/2012 01:54 PM
ASSAULT/BATTERY,1000 BLOCK TURK ST,5/11/2012 01:53 PM
GRAND THEFT,300 BLOCK GEARY ST,5/11/2012 01:47 PM
PETTY THEFT,700 BLOCK MARKET ST,5/11/2012 01:42 PM
PETTY THEFT,700 BLOCK MARKET ST,5/11/2012 01:41 PM
BURGLARY,4200 BLOCK GEARY BL,5/11/2012 01:41 PM
GRAND THEFT,100 BLOCK OFARRELL ST,5/11/2012 01:40 PM
AGGR ASSAULT/ADW,500 BLOCK MASON ST,5/11/2012 01:39 PM
INTOX PERSON,100 BLOCK MASON ST,5/11/2012 01:35 PM
BURGLARY,700 BLOCK MARKET ST,5/11/2012 01:19 PM
BURGLARY,100 BLOCK JESSIE ST,5/11/2012 01:18 PM
NOISE NUISANCE,POWELL ST & MARKET ST,5/11/2012 01:16 PM
NOISE NUISANCE,00 BLOCK POWELL ST,5/11/2012 01:13 PM
PETTY THEFT,200 BLOCK POST ST,5/11/2012 01:12 PM
GRAND THEFT,800 BLOCK MARKET ST,5/11/2012 01:04 PM
STOLEN VEHICLE,JONES ST & BUSH ST,5/11/2012 12:54 PM
NOISE NUISANCE,00 BLOCK POWELL ST,5/11/2012 12:46 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/11/2012 12:35 PM
ASSAULT/BATTERY,300 BLOCK ELLIS ST,5/11/2012 12:34 PM
PETTY THEFT,00 BLOCK STOCKTON ST,5/11/2012 12:30 PM
PURSESNATCH,2000 BLOCK BUSH ST,5/11/2012 12:21 PM
STOLEN VEHICLE,700 BLOCK KEARNY ST,5/11/2012 12:17 PM
PETTY THEFT,100 BLOCK COLUMBUS AV,5/11/2012 12:07 PM
NOISE NUISANCE,MARKET ST & POWELL ST,5/11/2012 11:55 AM
NOISE NUISANCE,100 BLOCK 21ST AV,5/11/2012 11:52 AM
GRAND THEFT,100 BLOCK 2ND ST,5/11/2012 11:46 AM
PETTY THEFT,700 BLOCK MISSION ST,5/11/2012 11:38 AM
PETTY THEFT,800 BLOCK OFARRELL ST,5/11/2012 11:33 AM
PETTY THEFT,100 BLOCK ELLIS ST,5/11/2012 11:27 AM
NOISE NUISANCE,4TH ST & MARKET ST,5/11/2012 11:17 AM
ASSAULT/BATTERY,JONES ST & OFARRELL ST,5/11/2012 11:16 AM
BURGLARY,2800 BLOCK VAN NESS AV,5/11/2012 10:34 AM
AUTO BOOST/STRIP,700 BLOCK FRANKLIN ST,5/11/2012 10:21 AM
AUTO BOOST/STRIP,800 BLOCK MISSION ST,5/11/2012 10:05 AM
GRAND THEFT,2300 BLOCK CALIFORNIA ST,5/11/2012 09:40 AM
PETTY THEFT,400 BLOCK HYDE ST,5/11/2012 09:32 AM
PETTY THEFT,900 BLOCK BROADWAY ST,5/11/2012 08:45 AM
AUTO BOOST/STRIP,GREEN ST & FILLMORE ST,5/11/2012 08:07 AM
STOLEN VEHICLE,GREEN ST & FILLMORE ST,5/11/2012 08:05 AM
SOLICITING PROS,00 BLOCK DANIEL BURNHAM CT,5/11/2012 08:03 AM
ASSAULT/BATTERY,700 BLOCK VALLEJO ST,5/11/2012 07:55 AM
STRONGARM ROB.,JONES ST & ELLIS ST,5/11/2012 07:52 AM
STOLEN VEHICLE,1000 BLOCK TURK ST,5/11/2012 07:33 AM
BURGLARY,700 BLOCK FOLSOM ST,5/11/2012 07:31 AM
STOLEN VEHICLE,2000 BLOCK SACRAMENTO ST,5/11/2012 07:11 AM
BURGLARY,900 BLOCK POST ST,5/11/2012 06:57 AM
STOLEN VEHICLE,POST ST & HYDE ST,5/11/2012 06:06 AM
BURGLARY,500 BLOCK CLEMENT ST,5/11/2012 06:05 AM
ASSAULT/BATTERY,2500 BLOCK CALIFORNIA ST,5/11/2012 04:52 AM
NOISE NUISANCE,600 BLOCK JONES ST,5/11/2012 03:44 AM
NOISE NUISANCE,200 BLOCK EDDY ST,5/11/2012 03:17 AM
AUTO BOOST/STRIP,1300 BLOCK WASHINGTON ST,5/11/2012 02:55 AM
NOISE NUISANCE,200 BLOCK OFARRELL ST,5/11/2012 02:49 AM
NOISE NUISANCE,00 BLOCK FERN ST,5/11/2012 02:09 AM
NOISE NUISANCE,600 BLOCK JONES ST,5/11/2012 02:08 AM
NOISE NUISANCE,300 BLOCK 5TH AV,5/11/2012 01:49 AM
ASSAULT/BATTERY,100 BLOCK 8TH AV,5/11/2012 01:41 AM
VANDALISM,200 BLOCK CLEMENT ST,5/11/2012 01:39 AM
NOISE NUISANCE,700 BLOCK HARRISON ST,5/11/2012 01:34 AM
ASSAULT/BATTERY,1000 BLOCK TURK ST,5/11/2012 01:27 AM
NOISE NUISANCE,600 BLOCK POST ST,5/11/2012 01:12 AM
AUTO BOOST/STRIP,FOLSOM ST & 4TH ST,5/11/2012 12:51 AM
ASSAULT/BATTERY,BUSH ST & TAYLOR ST,5/11/2012 12:48 AM
AUTO BOOST/STRIP,GEARY BL & SCOTT ST,5/11/2012 12:46 AM
SOLICITING PROS,900 BLOCK POST ST,5/11/2012 12:44 AM
NOISE NUISANCE,MASON ST & GEARY ST,5/11/2012 12:38 AM
NOISE NUISANCE,JONES ST & CALIFORNIA ST,5/11/2012 12:33 AM
NOISE NUISANCE,500 BLOCK BUSH ST,5/11/2012 12:07 AM
AUTO BOOST/STRIP,GEARY BL & SCOTT ST,5/11/2012 12:06 AM
NOISE NUISANCE,POLK ST & TURK ST,5/11/2012 12:02 AM
AUTO BOOST/STRIP,SCOTT ST & GEARY BL,5/10/2012 11:58 PM
PERSON WITH GUN,MARKET ST & JONES ST,5/10/2012 11:52 PM
PERSON WITH GUN,MARKET ST & MCALLISTER ST,5/10/2012 11:45 PM
NOISE NUISANCE,800 BLOCK OFARRELL ST,5/10/2012 11:41 PM
NOISE NUISANCE,800 BLOCK OFARRELL ST,5/10/2012 11:39 PM
NOISE NUISANCE,4600 BLOCK GEARY BL,5/10/2012 11:33 PM
BURGLARY,700 BLOCK PRESIDIO AV,5/10/2012 11:28 PM
NOISE NUISANCE,200 BLOCK 4TH AV,5/10/2012 11:26 PM
STOLEN VEHICLE,VAN NESS AV & POST ST,5/10/2012 11:20 PM
NOISE NUISANCE,00 BLOCK DRUMM ST,5/10/2012 11:11 PM
ASSAULT/BATTERY,100 BLOCK TAYLOR ST,5/10/2012 11:07 PM
NOISE NUISANCE,3600 BLOCK CLAY ST,5/10/2012 10:50 PM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/10/2012 10:36 PM
NOISE NUISANCE,800 BLOCK HOWARD ST,5/10/2012 10:32 PM
PETTY THEFT,500 BLOCK CALIFORNIA ST,5/10/2012 10:08 PM
AUTO BOOST/STRIP,PIERCE ST & CHESTNUT ST,5/10/2012 10:00 PM
AUTO BOOST/STRIP,00 BLOCK BARTOL ST,5/10/2012 09:43 PM
ASSAULT/BATTERY,500 BLOCK GEARY ST,5/10/2012 09:36 PM
AUTO BOOST/STRIP,FRANCISCO ST & DIVISADERO ST,5/10/2012 09:32 PM
GRAND THEFT,3200 BLOCK SCOTT ST,5/10/2012 09:06 PM
ROBBERY,1600 BLOCK BATTERY CHAMBERLIN RD,5/10/2012 08:48 PM
ASSAULT/BATTERY,CALIFORNIA ST & FRANKLIN ST,5/10/2012 08:22 PM
